relative_path,filename,extension,size,SHA256,category,paper_section,experiment_stage,platform,representation_source_platform,execution_platform,authoritative_source,status,story_relevance,public_required,naming_valid,content_valid,action
results/deployment/amd_gfx942/p2c_final_status.txt,p2c_final_status.txt,.txt,1131,c95d6eefa7e978cfc51372dfeb9ab5368113b4e326d097bde705011c022ba572,PROVENANCE,deployment,P1/P2,amd_gfx942,in-file where applicable,amd_gfx942,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/amd_gfx942/p2c_raw_blocks.csv,p2c_raw_blocks.csv,.csv,17969,ad17e817ec2e2fbc96e96f56592f58ad9d29e43a957c834124d0ec195cb882b9,RAW_DATA,deployment,P1/P2,amd_gfx942,in-file where applicable,amd_gfx942,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/amd_gfx942/p2c_summary.csv,p2c_summary.csv,.csv,3093,001a56c6895b37b3d97f123ab55703581196b611ee5d4212aaf4e5e94c0d9242,SUMMARY,deployment,P1/P2,amd_gfx942,in-file where applicable,amd_gfx942,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/amd_gfx942/p2c_summary.json,p2c_summary.json,.json,9297,af637c47a2b49e0269b3134e30c781164f9174e4ff61a60e6c2c3bb5613d9763,SUMMARY,deployment,P1/P2,amd_gfx942,in-file where applicable,amd_gfx942,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/amd_gfx942/p2c_triton371_env_check.txt,p2c_triton371_env_check.txt,.txt,359,e2f4517563624e79ca3bf64cd0e69c6755f7d0da7baa06ec2f6797fc01cebbbf,UNKNOWN,deployment,P1/P2,amd_gfx942,in-file where applicable,amd_gfx942,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/deployment_primary_results.csv,deployment_primary_results.csv,.csv,7308,9c3d5596db1fd161f63fe5dbd4344f4aaa96b8c0868977ed6d97afe4f6f48cc8,SUMMARY,deployment,P1/P2,,in-file where applicable,,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/h800/h800_p1e_freeze_status.txt,h800_p1e_freeze_status.txt,.txt,1111,4499e39acacd4e4a71794a49b1d59e3421a3b962c47853de93f4acbc7aa0771d,PROVENANCE,deployment,P1/P2,h800,in-file where applicable,h800,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/h800/p1e_final_status.txt,p1e_final_status.txt,.txt,562,57374842fb6225e0cfd5a93cb4a9af087ba4c9f904ddb2112894a1e853687078,PROVENANCE,deployment,P1/P2,h800,in-file where applicable,h800,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/h800/p1e_raw_blocks.csv,p1e_raw_blocks.csv,.csv,23534,eb11d5b50cab53e79b3bbf31737d5d6d3e8bd40e667cc66a3d842e2973766e6e,RAW_DATA,deployment,P1/P2,h800,in-file where applicable,h800,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/h800/p1e_summary.csv,p1e_summary.csv,.csv,2653,015ebc8d9a5aa692dc7c3295913c8e3efa9ace247c8b0e1c3366e45af6ecd1f3,SUMMARY,deployment,P1/P2,h800,in-file where applicable,h800,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/h800/p1e_summary.json,p1e_summary.json,.json,1315,ffa80d24486ef671482c6e2b680bededd091c111a6fbdc6b0cacde21a11d910c,SUMMARY,deployment,P1/P2,h800,in-file where applicable,h800,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/README.md,README.md,.md,711,1253e54331ea5c51a1f6dd607814f6d9c4f095edbdf284a5878dc1ca6844d7ed,README,deployment,P1/P2,,in-file where applicable,,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx4060ti/p1e_final_status.txt,p1e_final_status.txt,.txt,592,b6f6b74dcab14e14908e3d5eb6d23b0552f2c4291d3a087bdfb7248fa55dab51,PROVENANCE,deployment,P1/P2,rtx4060ti,in-file where applicable,rtx4060ti,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx4060ti/p1e_raw_blocks.csv,p1e_raw_blocks.csv,.csv,23560,c2252d4e6ea3790c20d45168386dfe50bfab1737d1b2165f2e01c6d84e8e143d,RAW_DATA,deployment,P1/P2,rtx4060ti,in-file where applicable,rtx4060ti,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx4060ti/p1e_summary.csv,p1e_summary.csv,.csv,2718,db9a504c6c8de1c122a3b70c66afbf6a26fd7c6b58f1a2c3d3df5f0b361e5522,SUMMARY,deployment,P1/P2,rtx4060ti,in-file where applicable,rtx4060ti,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx4060ti/p1e_summary.json,p1e_summary.json,.json,1389,012bf33d8dea27fb40ab78c3446938d0e16208824d6b27acfade3e52f2559567,SUMMARY,deployment,P1/P2,rtx4060ti,in-file where applicable,rtx4060ti,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/linux5080_sensitivity_summary.json,linux5080_sensitivity_summary.json,.json,1931,1160cbee2101a6d5e81a6b0940577b347eb0de896b76b35017463eed71a17dac,SUMMARY,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_final_status.txt,p1e_final_status.txt,.txt,571,f67b25e97cbba8c79a9bf12776cfb0a07d8b0a6b9e9294f5cdfa105054936cb9,PROVENANCE,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_raw_blocks.csv,p1e_raw_blocks.csv,.csv,23989,9c83f5457c13eaf1a27f6e96ee6b36b43bc50c9b257ce13afdbd9e9c59d0a6e4,RAW_DATA,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_summary.csv,p1e_summary.csv,.csv,2762,eb2c657c87a205be4dc14e4d6a35bd69969385601cc6bdccd488da7d725485bc,SUMMARY,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_summary.json,p1e_summary.json,.json,1324,76c33c7f463c92ca5d4ce7e8630a668431740296e92f375f24604aa46c50b84f,SUMMARY,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_summary_execution_fixed.csv,p1e_summary_execution_fixed.csv,.csv,3284,fcdda4df242b195183ab2eed8ec5319d9b15a712f67ab6336d381e2034a8b066,SUMMARY,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/p1e_summary_execution_fixed.json,p1e_summary_execution_fixed.json,.json,1953,ad130a6a1f2d59bbea8c073ceeb4d2d9a317a7cfecda515d06a3afe5a275c067,SUMMARY,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/pre_run_status.txt,pre_run_status.txt,.txt,387,3eb080d501fc8fb7b48d96097aee908dfec91841047a183c6e9169d3ca2c7fb7,PROVENANCE,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_linux_h800_like/process_status.txt,process_status.txt,.txt,126,ef8dbe8fcd5f09a9efeed4810e7171f3f0b29788df0ffca87fb8ec32d7eba9d6,PROVENANCE,deployment,P1/P2,rtx5080_linux_h800_like,in-file where applicable,rtx5080_linux_h800_like,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_windows/p1e_final_status.txt,p1e_final_status.txt,.txt,588,64dae2f3f8e1e2148be9d8e8f158f22e20e27c795db31abd472d44c3b13a1eb9,PROVENANCE,deployment,P1/P2,rtx5080_windows,in-file where applicable,rtx5080_windows,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_windows/p1e_raw_blocks.csv,p1e_raw_blocks.csv,.csv,23645,67dd137eb347b70bf70350140330052dee56e5da799777f7bc96909d452a6aea,RAW_DATA,deployment,P1/P2,rtx5080_windows,in-file where applicable,rtx5080_windows,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_windows/p1e_summary.csv,p1e_summary.csv,.csv,2709,677f0cdad0877a9b2c6e82e93400f3c26183722c9a3ce9dc88c1c93ad0f0556c,SUMMARY,deployment,P1/P2,rtx5080_windows,in-file where applicable,rtx5080_windows,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/deployment/rtx5080_windows/p1e_summary.json,p1e_summary.json,.json,1385,fc055b75614d1b2c04d494077e0657e946a4d0e5807b55e4ce59993182fb2748,SUMMARY,deployment,P1/P2,rtx5080_windows,in-file where applicable,rtx5080_windows,deployment_final_archive,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/diagnostic/h800_r6/diagnostic_status.json,diagnostic_status.json,.json,198,bfda0724981edebdb18c1b4a09a7293c66c4a10d95a10f5335b8e5d8684b0b4b,PROVENANCE,methods/results,mixed,h800,in-file where applicable,h800,v1.0 public package / V3.3 support,DIAGNOSTIC,PROVENANCE_ONLY,True,True,True,ADDED_OR_RETAINED
results/diagnostic/h800_r6/README.md,README.md,.md,234,c01d6acbe7fc1b873e2bda66a05fde030ce04589dd71258a5be9d00499b4141f,README,methods/results,mixed,h800,in-file where applicable,h800,v1.0 public package / V3.3 support,DIAGNOSTIC,PROVENANCE_ONLY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_1.pdf,figure_1.pdf,.pdf,28694,0f41e7757d8478b7ae89d228626625363c7e8db059f5809e0af437769ae0edf6,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_1.png,figure_1.png,.png,150048,3c45c05caf067f1ed5974341f024971eda60189d0ae5c96914c7f7c5128d72d4,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_1.svg,figure_1.svg,.svg,64730,249052715e82bb8f46c2b7a7c5f365f33fbbe488f9de6aa66b9aeb03bbe31c08,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_2.pdf,figure_2.pdf,.pdf,17628,8f63bc4458edc22aabe69221ab5077dedaab43ba94171db7e2b68e31b6192320,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_2.png,figure_2.png,.png,75381,32bea5b58e3e2b420ff1dab78a9db6f9060a7683a6490e400cf32c82991588bf,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_2.svg,figure_2.svg,.svg,39343,83b70482b094d5e45ab8fc98ab5ea07b0a3508740ad878c68e782078a611c15a,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_3.pdf,figure_3.pdf,.pdf,16983,a6258dffe1312e8bc9ce0cf4da9130e21111acbd4a05f63385078f0440b63ce5,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_3.png,figure_3.png,.png,110025,c78ad3257818ee273a7d3b165228a610b10022406548bb727b787b876ebeb5f3,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_3.svg,figure_3.svg,.svg,56496,bb7cfeb74ec717ea43a4b22917d35648b892df18f7676efb3a4035bd7d57668c,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_4.pdf,figure_4.pdf,.pdf,17210,8bb9998ecb53ff9c513e2b49d7e45aaf39467dc68380253bf5e1fab69ec9c7e0,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_4.png,figure_4.png,.png,111815,fd56b0fbca70813a1976be8540449c73982b4a49c657aefec8ee93a9ce30c143,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_4.svg,figure_4.svg,.svg,58609,c0a8c997815acfb171c9b2a09b82acd81a1131573e3ed256477bb39e7de100ce,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_5.pdf,figure_5.pdf,.pdf,17953,52d299347529b65b9f1e134bd6b4ae066eaf2e7ee37b874a8ac3901975b4adfd,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_5.png,figure_5.png,.png,68048,cd8996812348edc7fccb37603c4cbb8e2c13e0fb8070c0b51905bd9902cdca7b,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_5.svg,figure_5.svg,.svg,48251,a9028205da48975924de406d2421f90d610a899daf90e9bc204e1f018527d99f,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_6.pdf,figure_6.pdf,.pdf,17005,bed482c1b0085b7296ea8d513fb70baaef6f816e54e5479447bb5ee7adb8202b,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_6.png,figure_6.png,.png,117777,c780a6c4c5f6387cc9de26cd5c93198c0d0627be1d40c3dc3ea253be5408e92a,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/figures/figure_6.svg,figure_6.svg,.svg,59580,e304f2f87d5a0961f9aa42776edbccef8b29476f6db25f80da53669584a8ce4b,FIGURE,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/full_cache/p6b2_corrected_binary_rows.csv,p6b2_corrected_binary_rows.csv,.csv,65238,ed5d3f126a658c62eed1d6bf5243ee385f479a6e2cf0b5a1343dcddcd550a0b0,RAW_DATA,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
results/full_cache/p6b2_corrected_binary_summary.csv,p6b2_corrected_binary_summary.csv,.csv,1203,abd8f973b1f88c8cd95584c6285e2d6de9174ed1ca3656c66c8c3ab3d18a2da2,SUMMARY,methods/results,mixed,,in-file where applicable,,v1.0 public package / V3.3 support,VALID,PRIMARY,True,True,True,ADDED_OR_RETAINED
